surf	navegar na rede,surfar,surfe,ondas	/<span class="ipa dipa">sɜrf</span>/	[sound:7001-8000-cambridge-surf.mp3]	to look at information on the internet by moving from one page to another. ,to ride on a wave in the sea using a special board. ,the tops of the waves on the sea when they are near to the land. 
superman				
stakes				
specialty	especialidade	/<span class="ipa dipa">ˈspeʃ.<span class="sp dsp">ə</span>l.ti</span>/	[sound:7001-8000-cambridge-cdo0318usspec4661.mp3]	a product that is extremely good in a particular place. ,a subject that someone knows a lot about. 
snooping				
shoots				
semi	semifinal,casa geminada	/<span class="ipa dipa">-aɪ</span>/	[sound:7001-8000-cambridge-semi.mp3]	one of the two games that are played to decide who will take part in the final game of a competition. ,a house that is semi-detached. 
rendezvous	reunião,local de reunião	/<span class="ipa dipa">ˈrɑːn-</span>/	[sound:7001-8000-cambridge-rendezvous.mp3]	an arrangement to meet someone, especially secretly, at a particular place and time, or the place itself. 
pentagon	pentágono	/<span class="ipa dipa">ˈpen.t̬ə.ɡɑːn</span>/	[sound:7001-8000-cambridge-eus73480.mp3]	a flat shape with five straight sides. 
passenger	passageiro,-a	/<span class="ipa dipa">ˈpæs·ən·dʒər</span>/	[sound:7001-8000-cambridge-eus73440.mp3]	someone who is travelling in a car, plane, etc., but not controlling it. 
leverage	influência	/<span class="ipa dipa">ˈlev·ər·ɪdʒ</span>, <span class="ipa dipa">ˈli·vər·ɪdʒ</span>/	[sound:7001-8000-cambridge-leverage.mp3]	the power to influence people in order to get what you want. 
jeopardize	comprometer,arriscar,pôr em perigo	/<span class="ipa dipa">ˈdʒep·ərˌdɑɪz</span>/	[sound:7001-8000-cambridge-jeopardize.mp3]	to put something in a situation where there is a risk of failing or being harmed. 
janitor	zelador,-ora	/<span class="ipa dipa">ˈdʒæn·ɪ·t̬ər</span>/	[sound:7001-8000-cambridge-eus72630.mp3]	a person whose job is to clean and take care of a building. 
grandparents				
forbidden				
fink				
examination	exame	/<span class="ipa dipa">ɪɡˌzæm·əˈneɪ·ʃən</span>/	[sound:7001-8000-cambridge-examination_exam.mp3]	an exam. ,the process of looking at something very carefully. 
communist	comunista	/<span class="ipa dipa">ˈkɑ·mjə·nɪst</span>/	[sound:7001-8000-cambridge-communist.mp3]	someone who believes in communism. ,believing in communism. 
clueless	sem noção		[sound:7001-8000-cambridge-usclint026.mp3]	having no knowledge of something, or of things in general. 
Clarence				
cities				
cattle	gado	/<span class="ipa dipa">ˈkæt̬·<span class="sp dsp">ə</span>l</span>/	[sound:7001-8000-cambridge-eus70727.mp3]	cows kept on a farm for their milk and meat. 
bidding				
arriving				
adding				
ungrateful	ingrato	/<span class="ipa dipa">ʌnˈɡreɪt·fəl</span>/	[sound:7001-8000-cambridge-ungrateful.mp3]	not thanking someone who has done something good for you. 
unacceptable	inaceitável	/<span class="ipa dipa">ˌʌn·əkˈsep·tə·bəl</span>/	[sound:7001-8000-cambridge-unacceptable.mp3]	too bad to be accepted or allowed to continue. 
tutor	professor particular,dar aulas particulares (a)	/<span class="ipa dipa">ˈtu·t̬ər</span>/	[sound:7001-8000-cambridge-eus74660.mp3]	a teacher who teaches one student or a very small group of students. ,to give lessons to one student or small group of students. 
soviet	soviete	/<span class="ipa dipa">ˈsoʊ.vi.ət</span>/	[sound:7001-8000-cambridge-eus75944.mp3]	an elected group at any of several levels in Communist countries, especially (in the past) the USSR. 
shorter				
shaped	com forma de…	/<span class="ipa dipa">ˌʃeɪpt</span>/	[sound:7001-8000-cambridge-usshale025.mp3]	used after nouns to mean ‘having a particular shape’. 
serum	soro,sérum	/<span class="ipa dipa">ˈsɪr.əm</span>/	[sound:7001-8000-cambridge-serum.mp3]	the thin yellowish liquid part of the blood. ,serum taken from an animal’s blood and put into a human in order to fight an infection or a poison. ,a substance in beauty products that is designed to improve your hair or skin and make it less dry. 
scuse				
savings	poupança	/<span class="ipa dipa">ˈseɪ·vɪŋz</span>/	[sound:7001-8000-cambridge-savings.mp3]	money that you have saved, usually in a bank. 
Richards				
pub	pub,bar,botequim	/<span class="ipa dipa">pʌb</span>/	[sound:7001-8000-cambridge-pub.mp3]	a place where you can get drinks such as beer and usually food. 
pajamas	ortografia americana de “pyjamas”			US spelling of pyjamas. 
mouths				
mojo				
modest	modesto,modestamente	/<span class="ipa dipa">ˈmɑ·dɪst</span>/	[sound:7001-8000-cambridge-modest.mp3]	A modest person does not talk about how good he or she is.. 
methods				
lure	fascínio,atrativo,engodo,atrair	/<span class="ipa dipa">lʊər</span>/	[sound:7001-8000-cambridge-lure.mp3]	the power to attract people. ,to persuade someone to go somewhere or do something by offering them something exciting. 
jackass	kookaburra	/<span class="ipa dipa">ˈdʒæk.æs</span>/	[sound:7001-8000-cambridge-jackass.mp3]	a  kookaburra . 
irrational	irracional,sem raciocinar,irracionalmente		[sound:7001-8000-cambridge-irrational.mp3]	not using reason or clear thinking. 
galaxy	galáxia	/<span class="ipa dipa">ˈɡæl·ək·si</span>/	[sound:7001-8000-cambridge-uszzzzd018.mp3]	a very large group of stars. 
doom	morte,ruína,condenar		[sound:7001-8000-cambridge-doom.mp3]	death, destruction, or any very bad situation that cannot be avoided. ,to make someone or something certain to do or experience something unpleasant, or to make something bad certain to happen. 
depth	profundidade,a fundo	/<span class="ipa dipa">depθ</span>/	[sound:7001-8000-cambridge-depth.mp3]	the distance from the top of something to the bottom. ,the quality of having a lot of knowledge or of being able to think seriously about something. ,in a very detailed way. 
cries				
classified	confidencial		[sound:7001-8000-cambridge-classified.mp3]	Classified information is officially stated to be secret.. 
Chet				
Camille				
bombs				
beautifully				
Asian				
arresting	impressionante	/<span class="ipa dipa">əˈres.tɪŋ</span>/	[sound:7001-8000-cambridge-arresting.mp3]	very attractive in a way that attracts a lot of attention. 
approaching				
vessel	embarcação	/<span class="ipa dipa">ˈves·əl</span>/	[sound:7001-8000-cambridge-vessel.mp3]	a ship or large boat. 
variety	variedade de algo/alguém,variedade	/<span class="ipa dipa">vəˈrɑɪ·ɪ·t̬i</span>/	[sound:7001-8000-cambridge-eus74810.mp3]	many different types of things or people. ,a lot of different activities, situations, people, etc.. ,a different type of something. 
traitor	traidor,-ora	/<span class="ipa dipa">ˈtreɪ·t̬ər</span>/	[sound:7001-8000-cambridge-eus74600.mp3]	someone who does something that harms their country, especially by helping its enemies. 
sympathetic	solidário,compreensivo,complacentemente,de maneira compreensiva,com compreensão	/<span class="ipa dipa">ˌsɪm·pəˈθet̬·ɪk</span>/	[sound:7001-8000-cambridge-sympathetic.mp3]	showing that you understand and care about someone’s problems. 
smug	presunçoso		[sound:7001-8000-cambridge-smug.mp3]	too pleased or satisfied about something you have achieved or something you know. 
smash	estilhaçar	/<span class="ipa dipa">smæʃ</span>/	[sound:7001-8000-cambridge-smash.mp3]	to break into a lot of pieces or to make something do this with a loud noise. 
rental	aluguel	/<span class="ipa dipa">ˈren·t̬<span class="sp dsp">ə</span>l</span>/	[sound:7001-8000-cambridge-eus73935.mp3]	an arrangement to rent something, or the amount of money that you pay to rent something. 
prostitute	prostituto,-a	/<span class="ipa dipa">ˈprɑ·stəˌtut</span>/	[sound:7001-8000-cambridge-prostitute.mp3]	someone whose job is having sex with people. 
premonitions				
physics	física	/<span class="ipa dipa">ˈfɪz·ɪks</span>/	[sound:7001-8000-cambridge-physics.mp3]	the scientific study of natural forces, such as energy, heat, light, etc.. 
nd	forma abreviada de “North Dakota”: Dacota do Norte			written abbreviation for the US state of North Dakota: used in addresses. 
monk	monge,frade	/<span class="ipa dipa">mʌŋk</span>/	[sound:7001-8000-cambridge-monk.mp3]	a member of a group of religious men living away from other people. 
mild	temperado,ameno,suave,suavidade	/<span class="ipa dipa">mɑɪld</span>/	[sound:7001-8000-cambridge-mild.mp3]	If the weather in winter is mild, it is not cold.. ,Mild food does not have a strong taste.. 
jumps				
inventory	inventário,relação	/<span class="ipa dipa">ˈɪn·vənˌtɔr·i</span>/	[sound:7001-8000-cambridge-inventory.mp3]	a list of all the things that are in a place. 
ing				
improved	melhorado	/<span class="ipa dipa">ɪmˈpruvd</span>/	[sound:7001-8000-cambridge-cbedus05066.mp3]	better than before. 
Hyde				
horny	com tesão	/<span class="ipa dipa">ˈhɔːr.ni</span>/	[sound:7001-8000-cambridge-horny.mp3]	sexually excited. 
Hammond				
grandfather's				
doe	fêmea,cerva,coelha	/<span class="ipa dipa">doʊ</span>/	[sound:7001-8000-cambridge-doe.mp3]	the female of animals such as the deer or rabbit. 
developing	em desenvolvimento	/<span class="ipa dipa">dɪˈvel·ə·pɪŋ</span>/	[sound:7001-8000-cambridge-developing.mp3]	describes a country or region of the world that is poor and has few industries. 
darlin				
committing				
Caleb's				
banging				
asap	forma abreviada de “as soon as possible”: o mais rápido possível	/<span class="ipa dipa">ˌeɪ·es·eɪˈpi</span>/	[sound:7001-8000-cambridge-asap.mp3]	abbreviation for as soon as possible. 
amendment	emenda	/<span class="ipa dipa">əˈmend.mənt</span>/	[sound:7001-8000-cambridge-amendment.mp3]	a change or changes made to the words of a text. 
worms				
violated				
vent	saída,abertura,descarregar		[sound:7001-8000-cambridge-vent.mp3]	a small opening that allows air, smoke, or gas to enter or leave a closed space. ,a cut in the bottom of a piece of clothing to allow the person wearing it to move more easily. ,to express a negative emotion in a forceful and often unfair way. 
traumatic	traumático,traumatizante	/<span class="ipa dipa">trɑːˈmæt̬-</span>/	[sound:7001-8000-cambridge-traumatic.mp3]	If an experience is traumatic, it causes you severe emotional shock and upset.. ,frightening and causing worry. 
traced				
tow	rebocar	/<span class="ipa dipa">toʊ</span>/	[sound:7001-8000-cambridge-toe.mp3]	to pull a car, boat, etc.. 
te	si	/<span class="ipa dipa">tiː</span>/	[sound:7001-8000-cambridge-cus02063.mp3]	the musical note  ti . 
Swiss				
sweaty	suado	/<span class="ipa dipa">ˈswet̬·i</span>/	[sound:7001-8000-cambridge-sweaty.mp3]	covered in sweat. 
shaft	cabo,haste,eixo,feixe de luz,boca,poço,duto,tirada,injustiçar	/<span class="ipa dipa">ʃæft</span>/	[sound:7001-8000-cambridge-shaft.mp3]	a pole or rod that forms the handle of a tool or weapon. ,a rod forming part of a machine such as an engine, that turns in order to pass power on to the machine. ,a beam of light. ,a long, either vertical or sloping, passage through a building or through the ground. ,a clever remark, especially one that is intended as an attack on someone or something. ,to cheat or trick someone, or to treat someone unfairly. 
recommended				
rainbow	arco-íris	/<span class="ipa dipa">ˈreɪnˌboʊ</span>/	[sound:7001-8000-cambridge-rainbow.mp3]	a curved shape with colours that sometimes appears in the sky when the sun shines through rain. 
overboard	ao mar	/<span class="ipa dipa">ˈoʊ·vərˌbɔrd</span>/	[sound:7001-8000-cambridge-eus75395.mp3]	over the side of a boat and into the water. 
literature	literatura	/<span class="ipa dipa">ˈlɪt̬·ər·ə·tʃər</span>/	[sound:7001-8000-cambridge-eus72803.mp3]	books, poems, etc. that are considered to be art. 
insight	perspicácia,perspicaz		[sound:7001-8000-cambridge-insight.mp3]	(the ability to have) a clear, deep, and sometimes sudden understanding of a complicated problem or situation. 
healed				
haven	refúgio		[sound:7001-8000-cambridge-haven.mp3]	a safe or peaceful place. 
grasp	segurar,agarrar,captar,entender,enfrentar o problema,pegar a batata quente,alcance,domínio,entendimento	/<span class="ipa dipa">ɡræsp</span>/	[sound:7001-8000-cambridge-grasp.mp3]	to take hold of something firmly with your hand. ,to understand something. ,to force yourself to be brave and do something that is difficult or unpleasant. ,an understanding of something. 
fluid	fluido,líquido	/<span class="ipa dipa">ˈflu·ɪd</span>/	[sound:7001-8000-cambridge-fluid.mp3]	a liquid. 
experiencing				
era	era,época	/<span class="ipa dipa">ˈɪər·ə</span>, <span class="ipa dipa">ˈer·ə</span>/	[sound:7001-8000-cambridge-era.mp3]	a period of time in history that is special for a particular reason. 
crappy	de merda	/<span class="ipa dipa">ˈkræp·i</span>/	[sound:7001-8000-cambridge-crappy.mp3]	unpleasant or of very bad quality. 
crab	caranguejo,siri	/<span class="ipa dipa">kræb</span>/	[sound:7001-8000-cambridge-crab.mp3]	a sea animal with ten legs and a shell. 
Connecticut				
chunk	pedaço grande	/<span class="ipa dipa">tʃʌŋk</span>/	[sound:7001-8000-cambridge-chunk.mp3]	a large piece of something. 
Chandler's				
awww				
applied	aplicado		[sound:7001-8000-cambridge-applied.mp3]	relating to a subject of study, especially a science, that has a practical use. 
witnessed				
traveled	ortografia americana de “travelled”	/<span class="ipa dipa">ˈtræv.<span class="sp dsp">ə</span>ld</span>/	[sound:7001-8000-cambridge-cdo0318ustrav5180.mp3]	US spelling of  travelled . 
stain	mancha,manchar	/<span class="ipa dipa">steɪn</span>/	[sound:7001-8000-cambridge-stain.mp3]	a dirty mark on something that is difficult to remove. ,to leave a dirty mark on something that is difficult to remove, or to become dirty in this way. 
shack	choupana,casebre		[sound:7001-8000-cambridge-shack.mp3]	a very simple and small building made from pieces of wood, metal, or other materials. 
Samuel				
reacted				
pronounce	pronunciar	/<span class="ipa dipa">prəˈnɑʊns</span>/	[sound:7001-8000-cambridge-pronounce.mp3]	to make the sound or sounds of a letter or word. 
presented				
poured				
pervert	perverter,distorcer,perverter o curso da justiça,pervertido,-a,tarado	/<span class="ipa dipa">pɚˈvɝːt</span>/,/<span class="ipa dipa">ˈpɝː.vɜːrt</span>/	[sound:7001-8000-cambridge-pervert.mp3],[sound:7001-8000-cambridge-eus73519.mp3]	to change something so that it is not what it was or should be, or to influence someone in a harmful way. ,to act illegally to avoid punishment or to get the wrong person punished. ,a person whose sexual behaviour is considered strange and unpleasant by most people. 
occupied	ocupado	/<span class="ipa dipa">ˈɑk·jəˌpɑɪd</span>/	[sound:7001-8000-cambridge-usl30242.mp3]	being used by someone. ,busy doing something or thinking about something. 
moms				
marriages				
Marilyn				
kings				
jabez				
invested				
handful	punhado,um punhado,meia dúzia,pessoa/criança difícil	/<span class="ipa dipa">ˈhændˌfʊl</span>/	[sound:7001-8000-cambridge-handful.mp3]	the amount of something that you can hold in one hand. ,a small number of people or things. ,someone who is difficult to control, especially a child. 
gob	boca,calar(-se)	/<span class="ipa dipa">ɡɑːb</span>/	[sound:7001-8000-cambridge-cald4us1019.mp3]	a mouth. ,to not say anything. 
gag	mordaça,piada,peça,engasgar-se,amordaçar,desejar algo/fazer algo,estar desesperado por algo/para fazer algo		[sound:7001-8000-cambridge-gag.mp3]	a piece of cloth that is tied around a person’s mouth or put inside it in order to stop the person from speaking, shouting, or calling for help. ,a joke or funny story, especially one told by a comedian (= person whose job is to make people laugh). ,a trick played on someone or an action performed to entertain other people. ,to experience the sudden uncomfortable feeling of tightness in the throat and stomach that makes you feel like you are going to vomit. ,to put a gag on someone’s mouth. ,to prevent a person or organization from talking or writing about a particular subject. ,to be very eager to do something. 
flipped				
flick	bater em,mover,estalo,batidinha,peteleco,dar uma folheada em algo,filme,o cinema		[sound:7001-8000-cambridge-flick.mp3]	to move or hit something with a short sudden movement. ,a sudden, quick movement. ,to quickly look at the pages of a book, magazine, etc.. ,a film. ,the cinema. 
fireplace	lareira	/<span class="ipa dipa">ˈfɑɪərˌpleɪs</span>/	[sound:7001-8000-cambridge-usfinal028.mp3]	the open part of a wall in a room where you can make a fire. 
expertise	competência	/<span class="ipa dipa">-spɝː-</span>/	[sound:7001-8000-cambridge-expertise.mp3]	a high level of knowledge or skill. 
embarrassment	constrangimento	/<span class="ipa dipa">ɪmˈbær·əs·mənt</span>/	[sound:7001-8000-cambridge-embarrassment.mp3]	shy, ashamed, or uncomfortable feelings. 
Ellis				
drum	tambor,bateria,tocar tambor,batucar	/<span class="ipa dipa">drʌm</span>/	[sound:7001-8000-cambridge-drum.mp3]	a round, hollow musical instrument that you hit with your hands or with sticks. ,a set of drums played by one person. ,a large, round container for holding things such as oil or chemicals. ,to hit something many times and make a sound like a drum. 
disappears				
concussion	concussão		[sound:7001-8000-cambridge-concussion.mp3]	temporary damage to the brain caused by a fall or hit on the head or by violent shaking. 
bruises				
brakes				
anything's				
week's				
twisting				
tide	maré	/<span class="ipa dipa">tɑɪd</span>/	[sound:7001-8000-cambridge-tide.mp3]	the regular rise and fall in the level of the sea. 
swept	particípio passado de “sweep”	/<span class="ipa dipa">swept</span>/	[sound:7001-8000-cambridge-swept.mp3]	past tense and past participle of sweep. 
summon	convocar	/<span class="ipa dipa">ˈsʌm·ən</span>/	[sound:7001-8000-cambridge-summon.mp3]	to officially order someone to come to a place. 
splitting	dor de cabeça de rachar	/<span class="ipa dipa">ˈsplɪt̬.ɪŋ</span>/	[sound:7001-8000-cambridge-splitting.mp3]	a very severe pain that you feel in your head. 
sneaky	manhoso		[sound:7001-8000-cambridge-sneaky.mp3]	doing things in a secret and unfair way. 
sloppy	descuidado	/<span class="ipa dipa">ˈslɑ·pi</span>/	[sound:7001-8000-cambridge-sloppy.mp3]	not done carefully. 
settling				
scientists				
reschedule	remarcar,reagendar	/<span class="ipa dipa">ˌriˈskedʒ·ul</span>/	[sound:7001-8000-cambridge-reschedule.mp3]	to agree a new and later date for something to happen. 
regard	considerar,consideração,estima,respeito,cumprimentos,com relação a algo	/<span class="ipa dipa">rɪˈɡɑrd</span>/	[sound:7001-8000-cambridge-regard.mp3]	to think of someone or something in a particular way. ,respect or admiration for someone or something. ,friendly greetings. ,relating to something. 
purposes				
Ohio				
notch	corte,um pouco,cortar,fazer um corte em	/<span class="ipa dipa">nɑːtʃ</span>/	[sound:7001-8000-cambridge-notch.mp3]	a V-shaped cut in a hard surface. ,an imaginary point or position in a system of comparing values, where a higher position is better and a lower position is worse. ,to cut a notch in something. 
mustard	mostarda	/<span class="ipa dipa">ˈmʌs·tərd</span>/	[sound:7001-8000-cambridge-mustard.mp3]	a spicy, yellow or brown sauce, often eaten in small amounts with meat. 
moose	alce		[sound:7001-8000-cambridge-moose.mp3]	a type of large deer with large, flat horns and a long nose that lives in the forests of North America, northern Europe, and Asia. 
Mike's				
les				
improvement	melhora,progresso	/<span class="ipa dipa">ɪmˈpruv·mənt</span>/	[sound:7001-8000-cambridge-improvement.mp3]	the process or result of something getting better. ,a change to something that makes it better. 
hooray	hurra!	/<span class="ipa dipa">hʊˈreɪ</span>/	[sound:7001-8000-cambridge-hooray.mp3]	something that you shout when you are happy because of something that has just happened. 
grabbing				
Georgie				
extend	ampliar,aumentar,prorrogar,adiar	/<span class="ipa dipa">ɪkˈstend</span>/	[sound:7001-8000-cambridge-extend.mp3]	to make something bigger or longer. ,to make an activity, agreement, etc. last for a longer time. 
exquisite	primoroso,requintado,primorosamente,delicadamente	/<span class="ipa dipa">ɪkˈskwɪz·ɪt</span>, <span class="ipa dipa">ˈek·skwɪz·ɪt</span>/	[sound:7001-8000-cambridge-exquisite.mp3]	very beautiful or perfect. 
disrespect	desrespeito,desrespeitar	/<span class="ipa dipa">ˌdɪs·rɪˈspekt</span>/	[sound:7001-8000-cambridge-disrespect.mp3]	impolite behaviour to someone, especially a person who is older or more important than you. ,to not accept that someone is important or has rights, and behave badly towards them. 
complaints				
Colin's				
armor				
amateur	amador,não profissional,-ora	/<span class="ipa dipa">ˈæm·əˌtʃər</span>, <span class="ipa dipa">ˈæm·ə·t̬ər</span>/	[sound:7001-8000-cambridge-eus70167.mp3]	doing something as a hobby. ,someone who does something as a hobby. 
wheat	trigo	/<span class="ipa dipa">hwit</span>/	[sound:7001-8000-cambridge-wheat.mp3]	a plant whose grain is used for making flour, or the grain itself. 
voting	votação	/<span class="ipa dipa">ˈvoʊ.t̬ɪŋ</span>/	[sound:7001-8000-cambridge-usb03062.mp3]	the activity of choosing someone or something in an election. 
Thornhart				
sustained				
stripper	stripper	/<span class="ipa dipa">-ɚ</span>/	[sound:7001-8000-cambridge-stripper.mp3]	someone whose job is removing all their clothing to entertain other people. 
straw	palha,canudo	/<span class="ipa dipa">strɔ</span>/	[sound:7001-8000-cambridge-straw.mp3]	the long, dried stems of certain plants, such as wheat, often given to animals. ,a thin plastic or paper tube that you use for drinking through. 
slapped				
Simon's				
shipped				
shattered	acabado,arrebentado,extenuado	/<span class="ipa dipa">ˈʃæt̬·ərd</span>/	[sound:7001-8000-cambridge-usshare012.mp3]	very tired. 
ruthless	insensível,desumano,implacavelmente,crueldade,insensibilidade	/<span class="ipa dipa">ˈruθ·ləs</span>/	[sound:7001-8000-cambridge-ruthless.mp3]	not caring if you hurt or upset other people when you try to get what you want. 
Rosa				
Reva's				
refill	encher novamente,suprir novamente,refil,nova carga	/<span class="ipa dipa">riˈfɪl</span>/,/<span class="ipa dipa">ˈriˌfɪl</span>/	[sound:7001-8000-cambridge-refill.mp3],[sound:7001-8000-cambridge-refill.mp3]	to fill something again. ,an act of filling something again. 
recorded				
payroll	folha de pagamento	/<span class="ipa dipa">-roʊl</span>/	[sound:7001-8000-cambridge-eus73463.mp3]	a list of the people employed by a company showing how much each one earns. ,the total amount of money paid to the people employed by a particular company. 
numb	dormente	/<span class="ipa dipa">nʌm</span>/	[sound:7001-8000-cambridge-numb.mp3]	If a part of your body is numb, you cannot feel it.. 
mourning	luto	/<span class="ipa dipa">ˈmɔr·nɪŋ</span>/	[sound:7001-8000-cambridge-morning.mp3]	a feeling of sadness because someone has died. 
marijuana	maconha	/<span class="ipa dipa">ˌmær·əˈwɑ·nə</span>/	[sound:7001-8000-cambridge-marijuana.mp3]	a drug that some people smoke for pleasure and that is illegal in many countries. 
manly	másculo,masculinidade,virilidade		[sound:7001-8000-cambridge-manly.mp3]	having the qualities that people think a man should have. 
Jerry's				
iris	íris		[sound:7001-8000-cambridge-iris.mp3]	a tall plant that has blue, yellow, or white flowers and long, narrow leaves. ,the coloured circular part of that eye that surrounds the black pupil (= central part). 
involving				
hunk	naco,gatão		[sound:7001-8000-cambridge-hunk.mp3]	a large, thick piece, especially of food. ,a tall, strong, attractive man. 
graham				
fountain	fonte	/<span class="ipa dipa">ˈfɑʊn·t<span class="sp dsp">ə</span>n</span>/	[sound:7001-8000-cambridge-fountain.mp3]	a structure that forces water up into the air as a decoration. 
fellows				
es				
entertain	entreter,divertir,receber	/<span class="ipa dipa">ˌen·t̬ərˈteɪn</span>/	[sound:7001-8000-cambridge-eus71569.mp3]	to keep someone interested and help them to have an enjoyable time. ,to invite someone to be your guest and give them food and drink. 
Edna				
earthquake	terremoto	/<span class="ipa dipa">ˈɜrθˌkweɪk</span>/	[sound:7001-8000-cambridge-useardr022.mp3]	a sudden movement of the earth’s surface, often causing damage. 
drift	ficar à deriva,sem rumo,ser arrastado	/<span class="ipa dipa">drɪft</span>/	[sound:7001-8000-cambridge-drift.mp3]	to be moved slowly somewhere by wind or water. 
dreadful	medonho,horrível,pavoroso	/<span class="ipa dipa">ˈdred·fəl</span>/	[sound:7001-8000-cambridge-dreadful.mp3]	very bad. 
doorstep	soleira	/<span class="ipa dipa">ˈdɔːr-</span>/	[sound:7001-8000-cambridge-usdoome011.mp3]	a step in front of an outside door. 
confirmation	confirmação	/<span class="ipa dipa">ˌkɑn·fərˈmeɪ·ʃən</span>/	[sound:7001-8000-cambridge-confirmation.mp3]	a statement or document that shows something is true or certain. 
chops				
Bridget's				
Baxter				
appreciates				
announced				
vague	vago,vagamente,imprecisão,ambiguidade	/<span class="ipa dipa">veɪɡ</span>/	[sound:7001-8000-cambridge-vague.mp3]	not clear or certain. 
tires				
Terry				
stressful	desgastante,estressante	/<span class="ipa dipa">ˈstres·fəl</span>/	[sound:7001-8000-cambridge-stressful.mp3]	making someone worry a lot. 
stem	talo,haste,estancar,por freio em	/<span class="ipa dipa">stem</span>/	[sound:7001-8000-cambridge-stem.mp3]	the long, thin part of a plant that the leaves and flowers grow on. ,the vertical part of a glass or similar container which supports the part into which you put liquid. ,to stop something unwanted from spreading or increasing. ,to stop the flow of a liquid such as blood. 
stashed				
stash				
sensed				
preoccupied	preocupado,absorto em pensamentos	/<span class="ipa dipa">-ˈɑː.kjuː-</span>/	[sound:7001-8000-cambridge-preoccupied.mp3]	thinking or worrying about something too much. 
predictable	previsível	/<span class="ipa dipa">prɪˈdɪk·tə·bəl</span>/	[sound:7001-8000-cambridge-predictable.mp3]	happening or behaving in a way that you expect; not unusual or interesting. 
noticing				
madly	loucamente,estar perdidamente apaixonado	/<span class="ipa dipa">ˈmæd·li</span>/	[sound:7001-8000-cambridge-madly.mp3]	with a lot of energy and enthusiasm. ,to love someone very much. 
Jon				
halls				
gunshot	disparo,disparos,tiros	/<span class="ipa dipa">-ʃɑːt</span>/	[sound:7001-8000-cambridge-eus72113.mp3]	(the sound of) the shooting of a gun. 
February				
embassy	embaixada	/<span class="ipa dipa">ˈem·bə·si</span>/	[sound:7001-8000-cambridge-embassy.mp3]	the official group of people who live in a foreign country and represent their government there, or the building where they work. 
dozens				
dork	idiota	/<span class="ipa dipa">dɔːrk</span>/	[sound:7001-8000-cambridge-dork.mp3]	a stupid awkward person. 
dinner's				
December				
confuse	confundir	/<span class="ipa dipa">kənˈfjuz</span>/	[sound:7001-8000-cambridge-confuse.mp3]	to stop someone from understanding something. ,to think that one person or thing is another person or thing. 
cleaners				
charade	farsa,charada			an act or event that is clearly false. ,a team game in which each member tries to communicate to the others a particular word or phrase that they have been given, by expressing each syllable or word using silent actions. 
