terror	<u><b>terror</b></u>:terror,medo,terrorismo,susto,pavor.	1. a feeling of being very frightened				(575)terrorismo	terror,terrorismo	terrorismo	terror	<b>terror</b>  <b>1.</b> pavor <b>2.</b> horror <b>3.</b>  diabrete					intense fear																										terror																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-terror.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-terror.mp3]				(ˈtɛr ər)	ˈterə	ˈtɛr ər					"<span class=""ipa dipa"">ˈter·ər</span>"		
roller	<u><b>roller</b></u>:cilindro,rolo.	1. a piece of equipment in the shape of a tube that is rolled around or over something			rolo,(2)rolete	(793)rolo	cilindro,rolamento,rolo,rolete	cilindro,rolamento,rolo	rolo,bóbi	<b>roller</b>  <b>1.</b>  cilindro <b>2.</b> rolo <b>3.</b> rolo <b>4.</b> vagalhão					sea surf, current,circle, revolution,surging mass,baseball hit on the ground,waves,bunt made while moving to first base,large wave,window covering																										rolo				[sound:6001-7000/thesaurus/6001-7000-thesaurus-roller.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-roller.mp3]				(ˈroʊ lər)	ˈrəʊlə	ˈroʊ lər					"<span class=""ipa dipa"">ˈroʊ·lər</span>"																	
negotiate	<u><b>to negotiate</b></u>:negociar,agenciar,barganhar.	1. to try to make or change an agreement by talking about it			(3)negociar	(5236)negociar	negociar		negociar	<b>negotiate</b>  <b>1.</b> negociar <b>2.</b>   negociar <b>3.</b> transpor					bargain, discuss,traverse, cross																										negociar																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-negotiate.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-negotiate.mp3]				(nɪˈgoʊ ʃiˌeɪt)	nɪˈgəʊʃɪeɪt	nɪˈgoʊ ʃiˌeɪt					"<span class=""ipa dipa"">nɪˈɡoʊ·ʃiˌeɪt</span>"		
millennium	<u><b>millennium</b></u>:milênio	1. a period of 1,000 years			milênio	(1372)milênio,(2697)milénio	milênio		milênio						1000 years																										milenio																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-millennium.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-millennium.mp3]				(mɪˈlɛn i əm)	mɪˈlenɪəm	mɪˈlɛn i əm					"<span class=""ipa dipa"">məˈlen·i·əm</span>"		
marsh	<u><b>marsh</b></u>:pântano,brejo,lodaçal,charco.	1. an area of soft, wet land			pântano	(358)pântano	pântano,brejo,charco		charco,brejo,pântano	<b>marsh</b>  pântano					swamp																										pantano				[sound:6001-7000/thesaurus/6001-7000-thesaurus-marsh.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-marsh.mp3]				(mɑrʃ)	mɑːʃ	mɑrʃ					"<span class=""ipa dipa"">mɑrʃ</span>"																	
majority	<u><b>majority</b></u>:maioria,maioridade. <u><b>majority</b></u>:maioritário,majoritário.	1. the biggest group of people or things			maioria	(28018)maioria	maioria	maioria	maioria						plurality, most,adulthood																										maioria				[sound:6001-7000/thesaurus/6001-7000-thesaurus-majority.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-eus72875.mp3]				(məˈdʒɔr ɪ ti, -ˈdʒɒr-)	məˈʤɒrɪtɪ	məˈdʒɔr ɪ ti, -ˈdʒɒr-					"<span class=""ipa dipa"">məˈdʒɔr·ə·t̬i</span>"																	
lethal	<u><b>lethal</b></u>:fatal,letal	1. able to kill someone			(3)letal	(2338)letal	letal	letal	letal,fatal	<b>lethal</b>  letal					deadly																										letal																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-lethal.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-lethal.mp3]				(ˈli θəl)	ˈliːθəl	ˈli θəl					"<span class=""ipa dipa"">ˈli·θəl</span>"		
deeds	<u><b>deeds</b></u>:ações,façanhas,feitos.				feitos	(475)atos,(661)obras,(790)ações,(399)feitos									achievement,legal paper assigning property; contract																										escrituras				[sound:6001-7000/thesaurus/6001-7000-thesaurus-deeds.mp3]						diːd	did																						
cigars					charutos,(3)charuto	(919)charutos	charuto	charutos							roll of tobacco																										charutos																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-cigars.mp3]					(sɪˈgɑr)	sɪˈgɑː	sɪˈgɑr							
bore	<u><b>bore</b></u>:buraco,furo. <u><b>bore</b></u>:chato,chata. <u><b>to bore</b></u>:aborrecer,maçar,entediar,enfadar,enfastiar,causar aborrecimento,furar,perfurar,abrir buraco.	1. past tense of bear			calibre,(2)diâmetro,(2)chatice,(2)perfuração	(105)suportou,(148)chato,(193)deu,(234)furo	diâmetro,furar,entediar,furo,suportou	entediar,furo,furar	passado de “bear”,entediar,pessoa chata,coisa/situação maçante,entediante,cansativa	<b>bore</b>   entediar  tedioso					nuisance,drill hole,cause weariness, disinterest																										furo				[sound:6001-7000/thesaurus/6001-7000-thesaurus-bore.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-boar.mp3]				(bɔr, boʊr)	beə,bɛəz,bɔː	bɔr, boʊr					"<span class=""ipa dipa"">bɔr</span>"																	
sponge	<u><b>sponge</b></u>:esponja,bucha. <u><b>to sponge</b></u>:remover com uma esponja,esfregar,filar. <u><b>to sponge</b></u>:parasitar. <u><b>to sponge</b></u>:aproveitar-se.	1. a soft substance full of small holes, used for washing things			esponja	(1305)esponja	esponja,esponjoso		esponja,esponjoso,encharcado						moocher,mooch																										esponja				[sound:6001-7000/thesaurus/6001-7000-thesaurus-sponge.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-sponge.mp3]				(spʌndʒ)	spʌnʤ	spʌndʒ					"<span class=""ipa dipa"">spʌndʒ</span>"																	
sleepy	<u><b>sleepy</b></u>:sonolento,com sono.	1. feeling tired and wanting to go to sleep			(3)com sono,(3)sonolento	(294)com sono,(312)sonolento	sonolento		sonolento,sonolentamente	<b>sleepy</b>  <b>1.</b> sonolento <b>2.</b> sonolento <b>3.</b>  sonolento					tired, dull																										adormecido				[sound:6001-7000/thesaurus/6001-7000-thesaurus-sleepy.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-sleepy.mp3]				(ˈsli pi)	ˈsliːpɪ	ˈsli pi					"<span class=""ipa dipa"">ˈsli·pi</span>"																	
peek	<u><b>peek</b></u>:olhadela,espiada. <u><b>to peek</b></u>:espreitar,espiar.	1. to look, especially for a short time or while trying to avoid being seen			(3)espreitar,olhadinha,(3)espiar	(190)espreitar,(121)espreitadela,(100)espiada,(181)olhada	espreitar,espreitadela,espiar,olhada	espreitar,espreitadela,olhada	espiar,dar uma espiada	<b>peek</b>   espreitar  olhadela	"<div> <font color=""#c7c7c7""><i><u><b></b></u></i></font>  espreitadela, olhada<BR>1. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  espreitar;  olhar<BR>2. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  espiar</div>"				glimpse		01. <b>peek</b>  (quick look)<BR>02. <b>take a peek</b>  informal (look briefly, furtively) (informal: olhar furtivamente)<BR>03. <b>peek</b>  (take a secretive look)<BR>04. <b>sneak peek</b>  informal (secret preview)<BR>05. <b>take a peek at </b>  informal (look briefly, furtively) (informal: olhar furtivamente)	01. a quick and secret look at something that you should not be looking at																				<u>To take [or have] a peek at sth </u>: dar uma olhada [or espiada] em a. c..  <u>To peek at sth </u>: dar uma olhada em a. c..  <u>To peek at sth </u>: espiar a. c.	1. to peek at sth.<br>2. to take [or have] a peek at sth.<br>	1. dar uma olhada em a. c..<br>2. dar uma olhada [or espiada] em a. c..<br>	espreitar				[sound:6001-7000/thesaurus/6001-7000-thesaurus-peek.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-peak.mp3]				(pik)	piːk	pik		pik, piːk, ˈpik	piːk			piːk																
outrageous	<u><b>outrageous</b></u>:ultrajante,exorbitante,ofensivo.	1. shocking or very unusual			ultrajoso,(3)escandaloso,(3)ultrajante	(219)escandaloso,(355)ultrajante	absurdo,escandaloso,ultrajante	escandaloso,absurdo,ultrajante	ultrajante,escandaloso,ultrajantemente,afrontosamente	<b>outrageous</b>  chocante		"<font color=""#ff0000"">ultrajante,ultrajoso,escandaloso</font>"			very bad,beyond reasonable limits																										ultrajante				[sound:6001-7000/thesaurus/6001-7000-thesaurus-outrageous.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-eus75370.mp3]				(aʊtˈreɪ dʒəs)	aʊtˈreɪʤəs	aʊtˈreɪ dʒəs					"<span class=""ipa dipa"">ɑʊtˈreɪ·dʒəs</span>"																	
nigger	<u><b>nigger</b></u>:preto,crioulo		"01.  A Black personb. <font color=""#00aaff""><u>(as modifier)</font></u>.<BR>"		(3)preto,negro	(1086)preto,(978)negro				<b>nigger</b>  preto		"<font color=""#ff0000"">negro,preto</font>"																													negro									(ˈnɪg ər)	ˈnɪgə																							
medal	<u><b>medal</b></u>:medalha. <u><b>to medal</b></u>:medalhar.	1. a piece of metal given as a prize in a competition or given to someone who has been very brave			medalha	(6068)medalha	medalha		medalha	<b>medal</b>    medalha					decoration of honor																										medalha																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-medal.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-medal.mp3]				(ˈmɛd l)	medl	ˈmɛd l					"<span class=""ipa dipa"">ˈmed·<span class=""sp dsp"">ə</span>l</span>"		
grudge	<u><b>grudge</b></u>:ojeriza. <u><b>to grudge</b></u>:invejar.	1. a bad or angry feeling towards someone because of something they did in the past			rancor	(622)rancor	rancor	rancor	rancor,motivo de rancor,dar de má vontade,invejar	<b>grudge</b>  <b>1.</b>   ressentir <b>2.</b> ter ressentimento   rancor					hard feelings,feel resentful; give unwillingly																										ressentimento				[sound:6001-7000/thesaurus/6001-7000-thesaurus-grudge.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-grudge.mp3]				(grʌdʒ)	grʌʤ	grʌdʒ					"<span class=""ipa dipa"">ɡrʌdʒ</span>"																	
driveway	<u><b>driveway</b></u>:estrada particular	1. the area of ground that you drive on to get from your house to the road			(2)entrada da garagem,entrada de automóveis	(289)garagem,(427)entrada	garagem		entrada (da garagem)						drive																										entrada				[sound:6001-7000/thesaurus/6001-7000-thesaurus-driveway.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-uscld00384.mp3]				(ˈdraɪvˌweɪ)	ˈdraɪvweɪ	ˈdraɪvˌweɪ					"<span class=""ipa dipa"">ˈdrɑɪvˌweɪ</span>"																	
definite	<u><b>definite</b></u>:definitivo. <u><b>definite</b></u>:claro,preciso,definido,precisa.	1. certain, clear, and not likely to change			(3)definitivo,(3)definido	(826)definitivo,(733)definido	definitivo,definido		concreto,definitivo	<b>definite</b>  definitivo					exact, clear,fixed, certain, positive																										definitivo																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-definite.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-definite.mp3]				(ˈdɛf ə nɪt)	ˈdefɪnɪt	ˈdɛf ə nɪt					"<span class=""ipa dipa"">ˈdef·ə·nɪt</span>"		
wires	<u><b>wires</b></u>:fios.				fios	(2181)fios		fios				"<font color=""#ff0000"">fios, cabos, arames</font>"			conducting strand																										fios				[sound:6001-7000/thesaurus/6001-7000-thesaurus-wires.mp3]					(waɪər)	ˈwaɪə	"waɪ<span class=""superscript"">ə</span>r"																						
weed	<u><b>weed</b></u>:maconha,ganja,diamba,joio,erva daninha,erva,alga. <u><b>to weed</b></u>:capinar,extirpar,arrancar ervas daninhas.	1. a wild plant that you do not want in your garden			(3)erva,erva daninha	(2031)erva	erva,alga,capinar	erva,alga	erva daninha,remover ervas daninhas,capinar	<b>weed</b>   erva daninha  tirar as ervas daninhas					grass, pot,organism belonging to the vegetable kingdom,marijuana,clothes, clothing,clothes or furniture for storing clothes,roll of tobacco,smoking substance,personal attire,foreign being,article of clothing,drawing something with force,scrape up, hoe,destroy; rip out of a place																										erva daninha				[sound:6001-7000/thesaurus/6001-7000-thesaurus-weed.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-cdomiscuswed0216.mp3]				(wid)	wiːd	wid					"<span class=""ipa dipa"">wid</span>"																	
owed					devido	(743)devia						"<font color=""#ff0000"">devia, devido, deve</font>"			due																										devido a				[sound:6001-7000/thesaurus/6001-7000-thesaurus-owed.mp3]						əʊ,əʊd	oʊ																						
lend	<u><b>to lend</b></u>:emprestar,ceder.	1. to give something to someone for a period of time			(3)emprestar	(2087)emprestar	emprestar		emprestar	<b>lend</b> <b>–  lent (lent)  –</b>  <b>lent</b>  <b>1.</b> emprestar <b>2.</b> dar					loan, accommodate																										emprestar				[sound:6001-7000/thesaurus/6001-7000-thesaurus-lend.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-lend.mp3]				(lɛnd)	lend	lɛnd					"<span class=""ipa dipa"">lend</span>"																	
drunken	<u><b>drunken</b></u>:bêbado,embriagado.	1. A drunken person is (often) under the influence of alcohol.			(3)ébrio,(3)embriagado,(3)bêbado	(618)bêbado	embriagado,ébrio		alcoólatra	<b>drunken</b>  <b>1.</b> bêbado <b>2.</b> alcoólico					drunk																										bêbado				[sound:6001-7000/thesaurus/6001-7000-thesaurus-drunken.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-drunken.mp3]				(ˈdrʌŋ kən)	ˈdrʌŋkən	ˈdrʌŋ kən																						
demanding	<u><b>demanding</b></u>:exigente,absorvente.	1. needing a lot of time, attention, or effort			(3)exigente	(1719)exigente,(1157)exigindo,(691)exigir	exigir	exigente	exigente,trabalhoso,difícil	<b>demanding</b>   exigente <b>on demand</b> sob demanda					challenging, urgent																										exigindo				[sound:6001-7000/thesaurus/6001-7000-thesaurus-demanding.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-eus75566.mp3]				(dɪˈmæn dɪŋ, -ˈmɑn-)	dɪˈmɑːndɪŋ,dɪˈmɑːnd	dɪˈmæn dɪŋ, -ˈmɑn-					"<span class=""ipa dipa"">dɪˈmæn·dɪŋ</span>"																	
conviction	<u><b>conviction</b></u>:convicção,condenação,sentença.	1. the fact of officially being found to be guilty of a particular crime, or the act of officially finding someone guilty			(3)condenação,convicção	(3513)convicção	condenação,convicção	convicção	condenação,convicção	<b>conviction</b>  <b>1.</b> condenação <b>2.</b> convicção					belief, opinion,guilty sentence; assurance																										condenação				[sound:6001-7000/thesaurus/6001-7000-thesaurus-conviction.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-conviction.mp3]				(kənˈvɪk ʃən)	kənˈvɪkʃn	kənˈvɪk ʃən																						
bumped			"03.  <font color=""#00aaff""><u>(tr)</font></u> to hurt by knocking.<BR>"		bateu	(72)esbarrou,(63)bateu,(108)encontrei,(68)esbarrei	esbarrei								collide, hit, usually with sound,move over, dislodge,increment																										colidiu com				[sound:6001-7000/thesaurus/6001-7000-thesaurus-bumped.mp3]					(bʌmp)	bʌmp,bʌmps	bʌmp																						
weigh	<u><b>to weigh</b></u>:pesar,medir,ponderar.	1. to have a weight of 200 g, 75 kg, 10 stone, etc.			(3)pesar	(2366)pesar	pesar,ponderar	pesar,ponderar	pesar	<b>weigh</b>  <b>1.</b> pesar(-se) <b>2.</b> pesar <b>3.</b> pesar		pesar, ponderar			measure heaviness,consider, contemplate,have influence																										pesar				[sound:6001-7000/thesaurus/6001-7000-thesaurus-weigh.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-way.mp3]				(weɪ)	weɪ	weɪ					"<span class=""ipa dipa"">weɪ</span>"																	
weasel	<u><b>weasel</b></u>:doninha	1. a small animal with a long body that kills and eats other small animals			doninha,(3)fuinha	(264)doninha	doninha	doninha	doninha	<b>weasel</b>  doninha					sneak,avoid, evade																										doninha				[sound:6001-7000/thesaurus/6001-7000-thesaurus-weasel.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-weasel.mp3]				(ˈwi zəl)	wiːzl	ˈwi zəl					"<span class=""ipa dipa"">ˈwi·zəl</span>"																	
valentine	<u><b>valentine</b></u>:namorados,namorado.	1. someone you love or would like to have a romantic relationship with			namorados	(76)namorado,(45)cartão	namorado	namorado	namorado,cartão de dia dos namorados	<b>valentine</b>   namorado		"<font color=""#ff0000"">cartão de amor</font>"			person who is loved by another,person having sexual relationship,person whom another loves,amorist																										cartão comemorativo do dia dos namorados																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-valentine.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-valentine.mp3]				(ˈvæl ənˌtaɪn)	ˈvæl(ə)ntaɪn	ˈvæl ənˌtaɪn							
shout	<u><b>shout</b></u>:grito,pregão. <u><b>to shout</b></u>:gritar,berrar.	1. to say something very loudly			(3)grito,(3)gritar	(1817)gritar	brado,grito,gritar	brado,grito	gritar,grito	<b>shout</b>  <b>1.</b> grito <b>2.</b>  grito  gritar					loud outcry,cry out loudly																										gritar				[sound:6001-7000/thesaurus/6001-7000-thesaurus-shout.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-shout.mp3]				(ʃaʊt)	ʃaʊt	ʃaʊt					"<span class=""ipa dipa"">ʃɑʊt</span>"																	
resolve	<u><b>resolve</b></u>:resolução,determinação. <u><b>to resolve</b></u>:resolver,solucionar,decidir,desempatar.	1. to solve or end a problem or difficulty			(3)resolver,(3)resolução,(3)determinação,(3)decisão	(6496)resolver	resolver,solucionado	resolver,solucionado	resolver,resolver-se		"<div>1. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  resolução<BR>2. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  determinação;  decisão<BR>3. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  propósito<BR>1. <font color=""#c7c7c7""><i><u><b> formal</b></u></i></font>  formal resolver<BR>2. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  decidir(-se) [to, a];  resolver-se [to, a]<BR>3. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  determinar [on/upon, que];  deliberar [on/upon, que]<BR>4. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  esclarecer;  explicar<BR>5. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  (análise) decompor<BR>6. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  dividir-se [into, em]<BR>7. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  dissolver(-se), desintegrar(-se) [into, em]<BR>8. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  desvanecer(-se) [into, em];  desfazer(-se) [into, em]<BR>9. <font color=""#c7c7c7""><i><u><b> MÚSICA</b></u></i></font>  converter num acorde<BR>10. <font color=""#c7c7c7""><i><u><b> MEDICINA</b></u></i></font>  MEDICINA desaparecer sem supuração</div>"				decision, determination,make up one's mind; find solution							"<div>02. <font color=""#c7c7c7""><i>To change or transform</i></font><br><font color=""#c7c7c7""><i>mudar ou transformar</i></font><br><b>""A discussion that <font color=""#ff0000"">resolved</font> itself into an argument""</b><br><i>""Uma discussão que se <u>resolveu</u> num argumento""</i><div><i><br></i>03. <font color=""#c7c7c7""><i>To make a decision about</i></font><br><font color=""#c7c7c7""><i>tomar uma decisão sobre</i></font><br><b>""To <font color=""#ff0000"">resolve</font> the points at issue""</b><br><i>""<u>Resolver</u> os pontos em questão""</i><div><i><br></i>04. <font color=""#c7c7c7""><i>To reach as a decision or intention; determine</i></font><br><font color=""#c7c7c7""><i>chegar como uma decisão ou intenção; determinar</i></font><br><b>""To <font color=""#ff0000"">resolve</font> to go""</b><br><i>""<u>resolver</u> ir""</i></div></div></div>"																<u>Resolve </u>: resolver.  <u>Resolve </u>: decidir.  <u>Resolve </u>: determinação f			resolver				[sound:6001-7000/thesaurus/6001-7000-thesaurus-resolve.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-resolve.mp3]				(rɪˈzɒlv)	rɪˈzɒlv	rɪˈzɒlv		; rɪˈzɔlv, rɪzɒlv, rɪˈzɑlv, rɪˈzɒlv	rɪˈzɑːlv, Brit -ˈzɒlv		"<span class=""ipa dipa"">rɪˈzɑlv</span>"	rɪˈzɒlv																
